,Date,Tweet,Sentiment_Score
3724,2016-05-30,"""RT @planetoptionews: #Toyota is closing in on a deal to buy #Google's #robotics company #BostonDynamics \rhttps://t.co/SgMKy72Lhe $GOOGL $TM\xc9""",0.0
3725,2016-05-30,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3726,2016-05-30,"""#Toyota is closing in on a deal to buy #Google's #robotics company #BostonDynamics \rhttps://t.co/SgMKy72Lhe $GOOGL $TM #tech""",0.0
3727,2016-05-30,"""Happy Memorial Day! See this w/e's FREE TTG Macro &amp; Micro report:\rhttps://t.co/zYf8XjMJMH\xc9\r$SPY $IWM $QQQ $EPI $DXJ $RLYP $GOOGL $ATVI $MSFT""",4.0
3728,2016-05-30,'RT @options_answers: $GOOGL vantillian: Hey chris! - vantillian https://t.co/ifNDEz8Bdb',0.0
3729,2016-05-30,'RT @options_answers: $GOOGL chris20: Good morning vantillian! - chris20 https://t.co/3g8xKYPxIe',3.0
3730,2016-05-30,"'Tech Infused Retail Newsletter #132 - Music.ly, App Time, Facebook Shoppable Ads, Snapchat MAUs $FB $GOOGL $AMZN - https://t.co/5yNFGG9ajh'",0.0
3731,2016-05-30,'#Google Deep Learning founder says #Tesla \xd5s #Autopilot #system is #irresponsible #tech #technology $TSLA $GOOGL https://t.co/epB2rLloxu',-2.0
3732,2016-05-30,'@howardlindzon do you think it could make sense for $GOOGL to use some of their cash hoard and buy #Snapchat &amp; #Lyft??',0.0
3733,2016-05-30,'$GOOGL vantillian: Hey chris! - vantillian https://t.co/ifNDEz8Bdb',0.0
3734,2016-05-30,'$GOOGL chris20: Good morning vantillian! - chris20 https://t.co/3g8xKYPxIe',3.0
3735,2016-05-30,'Alphabet beats Oracle in a legal battle over JAVA use: GOOGL gains 1.45% to $747.60 https://t.co/FqJNo3H3SC $GOOGL $ORCL #StockMarket',2.0
3736,2016-05-30,'$GOOG $GOOGL $DIS https://t.co/3ZA2oxsftU',0.0
3737,2016-05-30,'RT @options_answers: $GOOGL chris20: Good morning everyone... - chris20 https://t.co/BTn4fxHFZd',3.0
3738,2016-05-30,"'RT @OptionAlarm: FINAL DAY for annual MDW sale!! 50% off w/code ""MDW"". Winning swing alerts since 2006. https://t.co/fgKThJfHD0 $FB $AMZN $\xc9'",4.0
3739,2016-05-30,"'RT @OptionAlarm: FINAL DAY for annual MDW sale!! 50% off w/code ""MDW"". Winning swing alerts since 2006. https://t.co/fgKThJfHD0 $FB $AMZN $\xc9'",4.0
3740,2016-05-30,"'RT @OptionAlarm: FINAL DAY for annual MDW sale!! 50% off w/code ""MDW"". Winning swing alerts since 2006. https://t.co/fgKThJfHD0 $FB $AMZN $\xc9'",4.0
3741,2016-05-30,"'FINAL DAY for annual MDW sale!! 50% off w/code ""MDW"". Winning swing alerts since 2006. https://t.co/fgKThJfHD0 $FB $AMZN $NFLX $GOOGL $AAPL'",4.0
3742,2016-05-30,'RT @optionalarmchat: If you trade options you need every advantage. @RB_Scans gives our room an edge Take a trial and experience it. $FB $A\xc9',2.0
3743,2016-05-30,'RT @optionalarmchat: If you trade options you need every advantage. @RB_Scans gives our room an edge Take a trial and experience it. $FB $A\xc9',2.0
3744,2016-05-30,'RT @optionalarmchat: If you trade options you need every advantage. @RB_Scans gives our room an edge Take a trial and experience it. $FB $A\xc9',2.0
3745,2016-05-30,'RT @optionalarmchat: If you trade options you need every advantage. @RB_Scans gives our room an edge Take a trial and experience it. $FB $A\xc9',2.0
3746,2016-05-30,'RT @optionalarmchat: If you trade options you need every advantage. @RB_Scans gives our room an edge Take a trial and experience it. $FB $A\xc9',2.0
3747,2016-05-30,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3748,2016-05-30,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3749,2016-05-30,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3750,2016-05-30,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3751,2016-05-30,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3752,2016-05-30,'If you trade options you need every advantage. @RB_Scans gives our room an edge Take a trial and experience it. $FB $AAPL $NFLX $AMZN $GOOGL',2.0
3753,2016-05-30,'Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $GOOGL $TSLA $FB $AAPL',5.0
3754,2016-05-30,'Alphabet beats Oracle in a legal battle over JAVA use: GOOGL gains 1.45% to $747.60 https://t.co/NuaeKhh1jX $GOOGL $ORCL #StockMarket',2.0
3755,2016-05-30,'Alphabet beats Oracle in a legal battle over JAVA use: GOOGL gains 1.45% to $747.60 https://t.co/MXan8fgwhO $GOOGL $ORCL #StockMarket',2.0
3756,2016-05-30,"'RT @marketexclusive: Nexus Handsets To Receive Free Unlimited Media Storage From Alphabet, Inc. (NASDAQ:GOOGL) https://t.co/JkBB84e4qP $GOO\xc9'",1.0
3757,2016-05-30,"'RT @marketexclusive: Nexus Handsets To Receive Free Unlimited Media Storage From Alphabet, Inc. (NASDAQ:GOOGL) https://t.co/JkBB84e4qP $GOO\xc9'",1.0
3758,2016-05-30,"'RT @marketexclusive: Nexus Handsets To Receive Free Unlimited Media Storage From Alphabet, Inc. (NASDAQ:GOOGL) https://t.co/JkBB84e4qP $GOO\xc9'",1.0
3759,2016-05-30,"'RT @marketexclusive: Nexus Handsets To Receive Free Unlimited Media Storage From Alphabet, Inc. (NASDAQ:GOOGL) https://t.co/JkBB84e4qP $GOO\xc9'",1.0
3760,2016-05-30,"'Nexus Handsets To Receive Free Unlimited Media Storage From Alphabet, Inc. (NASDAQ:GOOGL) https://t.co/JkBB84e4qP $GOOGL'",1.0
3761,2016-05-30,'Alphabet beats Oracle in a legal battle over JAVA use: GOOGL gains 1.45% to $747.60 https://t.co/qY7v5xMV14 $GOOGL $ORCL #StockMarket',2.0
3762,2016-05-30,'$GOOGL chris20: Good morning everyone... - chris20 https://t.co/BTn4fxHFZd',3.0
3763,2016-05-30,"""One big change will make Google's Chromebooks excellent buys https://t.co/gPej7kns1Y $GOOGL https://t.co/xhzvYmnIp8 YahooFinance RT""",4.0
3764,2016-05-30,"""YahooFinance: One big change will make Google's Chromebooks excellent buys https://t.co/YW9RVurKEY $GOOGL https://t.co/tyeYfZdQb8""",4.0
3765,2016-05-30,"""YahooFinance: One big change will make Google's Chromebooks excellent buys https://t.co/YZ24kPC0t3 $GOOGL https://t.co/blbosXTqY9""",4.0
3766,2016-05-30,"""RT @YahooFinance: One big change will make Google's Chromebooks excellent buys https://t.co/TnEBqXQPA1 $GOOGL https://t.co/RX01wutn51""",4.0
3767,2016-05-30,"""RT @YahooFinance: One big change will make Google's Chromebooks excellent buys https://t.co/TnEBqXQPA1 $GOOGL https://t.co/RX01wutn51""",4.0
3768,2016-05-30,"""RT @YahooFinance: One big change will make Google's Chromebooks excellent buys https://t.co/TnEBqXQPA1 $GOOGL https://t.co/RX01wutn51""",4.0
3769,2016-05-30,"""RT @YahooFinance: One big change will make Google's Chromebooks excellent buys https://t.co/TnEBqXQPA1 $GOOGL https://t.co/RX01wutn51""",4.0
3770,2016-05-30,'@AndromedaValue El problema es que el margen se lo queda Youtube. En lo que creo que es uno de los activos peor monetizados de $googl.',0.0
3771,2016-05-30,"""One big change will make Google's Chromebooks excellent buys https://t.co/TnEBqXQPA1 $GOOGL https://t.co/RX01wutn51""",4.0
3772,2016-05-30,'$goog $googl These 4 Billionaires Just Bet Big on #Alphabet Inc. Stock https://t.co/g5aorAqUVl',1.0
3773,2016-05-30,'Self-driving cars? Nobody wants one. https://t.co/it6IKP7f67 $GOOGL $GM https://t.co/bqIKmbyxf9',0.0
3774,2016-05-30,'RT @appcontentit: https://t.co/ErXXNs9XVk #appindexing di $GOOGL premia le app con #content aggiornati e di qualit\x88 https://t.co/GzV2Iemh9Y',0.0
3775,2016-05-30,'Alphabet Inc $GOOGL Stock Rating Reaffirmed by Credit Suisse https://t.co/zMtcGaGhXO',3.0
3776,2016-05-30,'Wells Fargo Reaffirms \xd2Buy\xd3 Rating for Alphabet Inc $GOOGL https://t.co/H8m7srrKLz',0.0
3777,2016-05-30,'Alphabet Inc $GOOGL Stock Rating Reaffirmed by Credit Suisse https://t.co/T9QXfaw9Ve',0.0
3778,2016-05-30,'Wells Fargo Reaffirms \xd2Buy\xd3 Rating for Alphabet Inc $GOOGL https://t.co/T9vjjgBgJA',0.0
3779,2016-05-30,'TheStreet Downgrades Alphabet Inc $GOOGL to Hold https://t.co/T2AkAqO2r9',0.0
3780,2016-05-30,'Google is in BIG Trouble in France. $GOOG $GOOGL #Google #taxes #EU #Trust https://t.co/6ve5aHNvt4',0.0
3781,2016-05-30,'Wells Fargo Reaffirms \xd2Buy\xd3 Rating for Alphabet Inc $GOOGL https://t.co/oh0cvLIm9N',0.0
3782,2016-05-30,'TheStreet Downgrades Alphabet Inc $GOOGL to Hold https://t.co/Sky5GXRnun',0.0
3783,2016-05-30,'Why access a ticker when you can access a group of tickers - US Tech Giants https://t.co/J74uV6qAnD $AAPL $GOOGL $MSFT $FB $TWTR',0.0
3784,2016-05-30,'RT @EdwardPahlavi: $GOOGL #SEO #SearchEngineOptimization #bots #like #retweeting #blogs from https://t.co/zIec9tsBsn :)',4.0
3785,2016-05-30,'RT @CNNMoney: Creepy or cool? Google wants to inject cyborg lenses directly into your eyeballs https://t.co/4MynMeMp0G $GOOGL https://t.co/\xc9',1.0
3786,2016-05-30,"""Analysis of Google's Paris raid 'could take years' https://t.co/bWzFmIH7id $GOOG $GOOGL""",0.0
3787,2016-05-30,"""Analysis of Google's Paris raid 'could take years' https://t.co/dUdOHuyCtQ $GOOG $GOOGL""",0.0
3788,2016-05-30,"""Analysis of Google's Paris raid 'could take years' https://t.co/lUssnD8pCF $GOOG $GOOGL""",0.0
3789,2016-05-30,'RT @Games_cloud: Placements financiers : $RNET $AAPL $MSFT $AMZN $BIDU $ACXM $GOOGL $PLCM  ... https://t.co/S6qmxnZJxI',0.0
3790,2016-05-30,'RT @ReformedJoker: $GOOGL Tensor https://t.co/tPYHSt9tX3 @pcworld THE $SMH GLOBAL #INNOVATION RACE IS ON! $AVGO $NVDA $MXL $INTC $NXPI *MOO\xc9',1.0
3791,2016-05-30,'GOOGL % Change\rSee Here ---&gt; https://t.co/VMBzCLjfUk\r\r$GOOGL $F $ACRX #tradeideas',0.0
3792,2016-05-30,"'Transaction costs for trading $GOOGL with brokers, min: 0.051% max: 0.331% difference: 5.0x https://t.co/Q2Yh6bv4Wt'",0.0
3793,2016-05-30,'https://t.co/ErXXNs9XVk #appindexing di $GOOGL premia le app con #content aggiornati e di qualit\x88 https://t.co/GzV2Iemh9Y',0.0
3794,2016-05-30,'https://t.co/IKiEbc4rqu Jason Bond has the hot hand in trading right now! Free Trial on his page! $GOOGL $AMZN $FB $LNKD',1.0
3795,2016-05-30,'RT @ReformedJoker: $GOOGL Tensor https://t.co/tPYHSt9tX3 @pcworld THE $SMH GLOBAL #INNOVATION RACE IS ON! $AVGO $NVDA $MXL $INTC $NXPI *MOO\xc9',1.0
3796,2016-05-30,"""France rules out tax deal with Google, finance minister says: 'We'll go all the way'   https://t.co/PNlATjxjS9 via @headlneapp $GOOGL $GOOG""",0.0
3797,2016-05-30,'RT @options_answers: $GOOGL $Pistol Pete$: $PMCB PharmaCyte Biotech to Engage Principal Investigato https://t.co/XzcoIBrCJt',1.0
3798,2016-05-30,'RT @daytradingninja: These 4 Billionaires Just Bet Big on Alphabet $GOOG $GOOGL Inc. Stock --  The Motley Fool https://t.co/9n8EP1FVhb',-1.0
3799,2016-05-30,'$GOOGL $Pistol Pete$: $PMCB PharmaCyte Biotech to Engage Principal Investigato https://t.co/XzcoIBrCJt',1.0
3800,2016-05-30,'RT @ReformedJoker: $GOOGL Tensor https://t.co/tPYHSt9tX3 @pcworld THE $SMH GLOBAL #INNOVATION RACE IS ON! $AVGO $NVDA $MXL $INTC $NXPI *MOO\xc9',1.0
3801,2016-05-30,'RT @ReformedJoker: $GOOGL Tensor https://t.co/tPYHSt9tX3 @pcworld THE $SMH GLOBAL #INNOVATION RACE IS ON! $AVGO $NVDA $MXL $INTC $NXPI *MOO\xc9',1.0
3802,2016-05-30,'$GOOGL Tensor https://t.co/tPYHSt9tX3 @pcworld THE $SMH GLOBAL #INNOVATION RACE IS ON! $AVGO $NVDA $MXL $INTC $NXPI *MOORE! KINDA #BULLISH!',1.0
3803,2016-05-30,'RT @jjjinvesting: Why Is Google Getting Into The City-Making Business? https://t.co/rruACFOqDB $GOOG $GOOGL',0.0
3804,2016-05-30,'French government rules out tax deal with #Google; will seek full $1.8B in back tax... via @launchticker https://t.co/UMuPZKeYVs $GOOGL',0.0
3805,2016-05-30,'Explore #fundamental numbers and pros and cons for $GOOGL https://t.co/Owxrc2NCYr',0.0
3806,2016-05-30,'RT @daytradingninja: These 4 Billionaires Just Bet Big on Alphabet $GOOG $GOOGL Inc. Stock --  The Motley Fool https://t.co/9n8EP1FVhb',-1.0
3807,2016-05-30,'RT @daytradingninja: These 4 Billionaires Just Bet Big on Alphabet $GOOG $GOOGL Inc. Stock --  The Motley Fool https://t.co/9n8EP1FVhb',-1.0
3808,2016-05-30,'RT @Dan_Sokolowski: $FB $GOOGL $SPY  https://t.co/d3634aaXic',0.0
3809,2016-05-30,'#Options #maxpain chart for $GOOGL. #option #invest More with #OptionsPro FREE app at https://t.co/vmQaxw1x1K https://t.co/IdZzEmEEHg',1.0
3810,2016-05-30,'RT @daytradingninja: These 4 Billionaires Just Bet Big on Alphabet $GOOG $GOOGL Inc. Stock --  The Motley Fool https://t.co/9n8EP1FVhb',-1.0
3811,2016-05-30,'RT @OphirGottlieb: Large Tech Buybacks % of Assets\r-\r1 $QCOM: 22%\r4 $PCLN: 17%\r6 $AAPL: 12%\r9 $MSFT: 9%\r10 $BABA: 5%\r...\r20 $GOOGL 2.6% htt\xc9',2.0
3812,2016-05-30,'These 4 Billionaires Just Bet Big on Alphabet $GOOG $GOOGL Inc. Stock --  The Motley Fool https://t.co/9n8EP1FVhb',-1.0
3813,2016-05-30,'$GOOGL #Options OI chart. #option #invest More with #OptionsPro FREE app at https://t.co/xF6JpJ7ztu https://t.co/A6OPgbvMag',1.0
3814,2016-05-30,'Not sure what to do with $GOOGL? Explore our #fundamental pros and cons.  https://t.co/9XZgOyWFLu',0.0
3815,2016-05-30,'holding $EA $TWX $WUBA $DY $AMD $NVDA\rwatching $NTES $ALEX $GOOGL $AMBA',0.0
3816,2016-05-30,'RT @OphirGottlieb: Large Tech Buybacks % of Assets\r-\r1 $QCOM: 22%\r4 $PCLN: 17%\r6 $AAPL: 12%\r9 $MSFT: 9%\r10 $BABA: 5%\r...\r20 $GOOGL 2.6% htt\xc9',2.0
3817,2016-05-30,'$FB $GOOGL $SPY  https://t.co/d3634aaXic',0.0
3818,2016-05-30,'RT @WallStreetTrend: #Wow we are #recordbreaking today on the #website thank you for visiting https://t.co/1zLoF84Fs6 $dis $aapl $googl',6.0
3819,2016-05-30,'RT @OphirGottlieb: Large Tech Buybacks % of Assets\r-\r1 $QCOM: 22%\r4 $PCLN: 17%\r6 $AAPL: 12%\r9 $MSFT: 9%\r10 $BABA: 5%\r...\r20 $GOOGL 2.6% htt\xc9',2.0
3820,2016-05-30,'RT @OphirGottlieb: Large Tech Buybacks % of Assets\r-\r1 $QCOM: 22%\r4 $PCLN: 17%\r6 $AAPL: 12%\r9 $MSFT: 9%\r10 $BABA: 5%\r...\r20 $GOOGL 2.6% htt\xc9',2.0
3821,2016-05-30,'RT @OphirGottlieb: Large Tech Buybacks % of Assets\r-\r1 $QCOM: 22%\r4 $PCLN: 17%\r6 $AAPL: 12%\r9 $MSFT: 9%\r10 $BABA: 5%\r...\r20 $GOOGL 2.6% htt\xc9',2.0
3822,2016-05-30,"""RT @raythemoneyman: Does central planning really work? Agora founder Bill Bonner isn't convinced.... He tells us why &gt; https://t.co/WK6mZMS\xc9""",1.0
3823,2016-05-30,'Large Tech Buybacks % of Assets\r-\r1 $QCOM: 22%\r4 $PCLN: 17%\r6 $AAPL: 12%\r9 $MSFT: 9%\r10 $BABA: 5%\r...\r20 $GOOGL 2.6% https://t.co/Qim8m3nBk0',2.0
3824,2016-05-30,"""RT @raythemoneyman: Does central planning really work? Agora founder Bill Bonner isn't convinced.... He tells us why &gt; https://t.co/WK6mZMS\xc9""",1.0
3825,2016-05-30,"""Does central planning really work? Agora founder Bill Bonner isn't convinced.... He tells us why &gt; https://t.co/WK6mZMSnMp  $AAPL $GOOGL""",1.0
3826,2016-05-30,"""RT @SA_Portfolio: Don't Buy Like Buffett https://t.co/azDKvZ3ht8 $BRK.A $BRK.B $AAPL $VRX $GOOG $GOOGL $XOM $COP $PSX""",5.0
3827,2016-05-30,'RT @OptionAlarm: \xd2@rb_trader: Check out @optionalarmchat for our real-time data!\xd3 $AAPL $NFLX $GOOGL $FB $AMZN $TSLA',0.0
3828,2016-05-29,'RT @OptionAlarm: \xd2@rb_trader: Check out @optionalarmchat for our real-time data!\xd3 $AAPL $NFLX $GOOGL $FB $AMZN $TSLA',0.0
3829,2016-05-29,"""$FB $GOOG $GOOGL Why Doesn't Google Crack Down On List Advertising? https://t.co/VBUrXo8S1N""",3.0
3830,2016-05-29,"""$FB $GOOG $GOOGL Why Doesn't Google Crack Down On List Advertising? https://t.co/SyUjr4kys9 via @sharethis""",0.0
3831,2016-05-29,"""RT @cfromhertz: Happy Memorial Day! See this w/e's FREE TTG Macro &amp; Micro report:\rhttps://t.co/hxExsYju1x\r$SPY $IWM $QQQ $EPI $DXJ $RLYP $G\xc9""",4.0
3832,2016-05-29,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3833,2016-05-29,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3834,2016-05-29,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3835,2016-05-29,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3836,2016-05-29,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3837,2016-05-29,'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $G\xc9',5.0
3838,2016-05-29,'Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS + @RB_Scans $AMZN $NFLX $GOOGL $TSLA $FB $AAPL',5.0
3839,2016-05-29,'RT @OptionAlarm: \xd2@rb_trader: Check out @optionalarmchat for our real-time data!\xd3 $AAPL $NFLX $GOOGL $FB $AMZN $TSLA',0.0
3840,2016-05-29,'RT @OptionAlarm: \xd2@rb_trader: Check out @optionalarmchat for our real-time data!\xd3 $AAPL $NFLX $GOOGL $FB $AMZN $TSLA',0.0
3841,2016-05-29,'@MarioGabelli I think both $TWTR and $FB cut directly into $VIA $FOX $CBS $YHOO core direct business. $Googl #youtube has a say as well.',-1.0
3842,2016-05-29,'RT @scutify: Google maintains lead as world\xd5s largest media owner https://t.co/0et6s6qnum $GOOG $GOOGL $DIS https://t.co/iiZgjiaRyq',0.0
3843,2016-05-29,'Google maintains lead as world\xd5s largest media owner https://t.co/0et6s6qnum $GOOG $GOOGL $DIS https://t.co/iiZgjiaRyq',0.0
3844,2016-05-29,'\xd2@rb_trader: Check out @optionalarmchat for our real-time data!\xd3 $AAPL $NFLX $GOOGL $FB $AMZN $TSLA',0.0
3845,2016-05-29,"""Happy Memorial Day! See this w/e's FREE TTG Macro &amp; Micro report:\rhttps://t.co/hxExsYju1x\r$SPY $IWM $QQQ $EPI $DXJ $RLYP $GOOGL $ATVI $MSFT""",4.0
3846,2016-05-29,"'_: 484\xdb, 538$\r$EURUSD:1.11  $EURGBP:0.76\r$AAPL: 100.3$ (-0.06%)  $GOOGL: 747.6$ (+1.45%)\r$NASDAQ: 4933.50(+0.65%) S&amp;P500: 2099.06(+0.43%)'",0.0
3847,2016-05-29,'RT @Stonefoxcapital: Commented on Yelp: Local Game Changer https://t.co/XwM5wxD9Yj $GOOG $GOOGL $YELP',0.0
3848,2016-05-29,"""RT SeekingAlpha: Don't Buy Like Buffett https://t.co/Z45p7HHZYW $BRK.A $BRK.B $AAPL $VRX $GOOG $GOOGL $XOM $COP $PSX""",5.0
3849,2016-05-29,"""Don't Buy Like Buffett https://t.co/ppvtLLUUQU $BRK.A $BRK.B $AAPL $VRX $GOOG $GOOGL $XOM $COP $PSX""",5.0
3850,2016-05-29,"""Don't Buy Like Buffett https://t.co/azDKvZ3ht8 $BRK.A $BRK.B $AAPL $VRX $GOOG $GOOGL $XOM $COP $PSX""",5.0
3851,2016-05-29,"'I\'m done with the ""Harmonic Patterns"" for a while. Will watch those posted this weekend: $GDX $XOM $NFLX $AMZN $GOOGL $AAPL  $TSLA good luck'",9.0
3852,2016-05-29,"'$GOOGL ""bearish bat"" has 5% upside before creating enough asymmetry to pullback. Correlates w/ Wyckoff accumulation https://t.co/L4LnPVDoiM'",0.0
3853,2016-05-29,'#Google is making the same mistake now that #Microsoft did in the 90s https://t.co/V4jnGezh7A $GOOGL $MSFT $AAPL #stockmarket #investing',-2.0
3854,2016-05-29,"""Here's How to Trade Alphabet Now -- and Later $GOOGL https://t.co/8T09JavAcq https://t.co/xm6E9Yk6dT""",0.0
3855,2016-05-29,'RT @_JamisonG_: $AMZN symmetrical ABCD pattern developing.  If so possible 13% pullback $FB $NFLX $GOOGL https://t.co/k1Wt50HvYj',0.0
3856,2016-05-29,"'Data analysis from Paris raid on Google will take months, possibly years: prosecutor https://t.co/s3Nex6aS5o via @Reuters\r\r$GOOG $GOOGL'",0.0
3857,2016-05-29,'RT @YahooFinance: Self-driving cars? Nobody wants one. https://t.co/GQJGpOBmg3 $GOOGL $GM https://t.co/9ceckLtety',0.0
3858,2016-05-29,'RT @AmericanBanking: Investors Sell Alphabet Inc $GOOGL on Strength $GOOGL https://t.co/dyCHQCI259',2.0
3859,2016-05-29,'Investors Sell Alphabet Inc $GOOGL on Strength $GOOGL https://t.co/DMhKRN0Ms1',2.0
3860,2016-05-29,'Investors Sell Alphabet Inc $GOOGL on Strength $GOOGL https://t.co/dyCHQCI259',2.0
3861,2016-05-29,'RT @barronsonline: Follow-Up: $INTC looks vulnerable as $GOOGL $FB $AMZN design hi-speed server chips https://t.co/qmEvDSRYRn https://t.co/\xc9',-2.0
3862,2016-05-29,'Dreadful News Regarding Self Driving Cars   $BIDU  $GOOGL  $TSLA  $GM https://t.co/hIQnNSKwc3 #google #cars',-3.0
3863,2016-05-29,'RT @options_answers: $GOOGL Jimmy Jackson jr: $ARYC @Arrayit Arrayit Corporation is getting https://t.co/XQXM4oHg8M',0.0
3864,2016-05-29,'RT @optionalarmchat: Added the @rb_trader scanner to the room this wk. We knew where the big smart money was heading all wk. Great tool =ad\xc9',5.0
3865,2016-05-29,'RT @optionalarmchat: Added the @rb_trader scanner to the room this wk. We knew where the big smart money was heading all wk. Great tool =ad\xc9',5.0
3866,2016-05-29,'$GOOGL Jimmy Jackson jr: $ARYC @Arrayit Arrayit Corporation is getting https://t.co/XQXM4oHg8M',0.0
3867,2016-05-29,'RT @RioVieille: Large Caps with &gt;30% earnings as a fraction of gross profits: eg $AAPL $AMGN $CSCO $GOOGL $IBM $JNJ $V @wonkmonk_ https://t\xc9',0.0
3868,2016-05-29,'RT @barronsonline: Follow-Up: $INTC looks vulnerable as $GOOGL $FB $AMZN design hi-speed server chips https://t.co/qmEvDSRYRn https://t.co/\xc9',-2.0
3869,2016-05-29,'RT @barronsonline: Follow-Up: $INTC looks vulnerable as $GOOGL $FB $AMZN design hi-speed server chips https://t.co/qmEvDSRYRn https://t.co/\xc9',-2.0
3870,2016-05-29,'RT @barronsonline: Follow-Up: $INTC looks vulnerable as $GOOGL $FB $AMZN design hi-speed server chips https://t.co/qmEvDSRYRn https://t.co/\xc9',-2.0
3871,2016-05-29,"'RT @IBD_BDeagon: Salesforce choice of Amazon Web Services a blow to Microsoft, Google https://t.co/lPjoQGl7p7 $AMZN $CRM $MSFT $GOOGL #Cloud'",0.0
3872,2016-05-29,'RT @options_answers: $GOOGL vantillian: Bitcoin going bonkers over $500 - vantillian https://t.co/3st2mgMZfs',0.0
3873,2016-05-29,'RT @SleekMoneycom: Alphabet Inc $GOOGL Position Increased by Lincoln Capital LLC https://t.co/DzqjXae4ri',1.0
3874,2016-05-29,"'Lawson Kroeker Investment Management Inc. NE Has $568,000 Position in Alphabet Inc $GOOGL https://t.co/qnh2v4KupM'",0.0
3875,2016-05-29,"'Franklin Street Advisors Inc. NC Has $2,221,000 Position in Alphabet Inc $GOOGL https://t.co/ZVN3kbtkrv'",0.0
3876,2016-05-29,'Alphabet Inc $GOOGL is Wunderlich Securities Inc.\xd5s 4th Largest Position https://t.co/u8fp8i0XOd',3.0
3877,2016-05-29,'RT @optionalarmchat: Added the @rb_trader scanner to the room this wk. We knew where the big smart money was heading all wk. Great tool =ad\xc9',5.0
3878,2016-05-29,"'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS,Traders of all Levels $AMZ\xc9'",5.0
3879,2016-05-29,"'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS,Traders of all Levels $AMZ\xc9'",5.0
3880,2016-05-29,"'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS,Traders of all Levels $AMZ\xc9'",5.0
3881,2016-05-29,"'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS,Traders of all Levels $AMZ\xc9'",5.0
3882,2016-05-29,"'RT @optionalarmchat: Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS,Traders of all Levels $AMZ\xc9'",5.0
3883,2016-05-29,"'Try the winning room! FREE TRIALS: Live Trading Room &amp; Private $TWTR Feed LIVE TRADE ALERTS,Traders of all Levels $AMZN $NFLX $GOOGL $TSLA'",5.0
3884,2016-05-29,'RT @optionalarmchat: Added the @rb_trader scanner to the room this wk. We knew where the big smart money was heading all wk. Great tool =ad\xc9',5.0
3885,2016-05-29,'RT @optionalarmchat: Added the @rb_trader scanner to the room this wk. We knew where the big smart money was heading all wk. Great tool =ad\xc9',5.0
