Stock Ticker,Date,Time,Open,High,Low,Close,Volume
GOOG,2016-11-01,15:00:00,782.89,789.49,775.54,783.61,2406356
GOOG,2016-11-02,15:00:00,778.20,781.65,763.45,768.70,1918414
GOOG,2016-11-03,15:00:00,767.25,769.95,759.03,762.13,1943175
GOOG,2016-11-04,15:00:00,750.66,770.36,750.56,762.02,2134812
GOOG,2016-11-07,15:00:00,774.50,785.19,772.55,782.52,1585070
GOOG,2016-11-08,15:00:00,783.40,795.63,780.19,790.51,1366873
GOOG,2016-11-09,15:00:00,779.94,791.23,771.67,785.31,2607121
GOOG,2016-11-10,15:00:00,791.17,791.17,0.00,762.56,4674988
