Stock Ticker,Date,Time,Open,High,Low,Close,Volume
TWTR,2016-11-01,15:00:00,17.84,18.00,17.26,17.49,22624832
TWTR,2016-11-02,15:00:00,17.43,17.95,17.38,17.61,20963582
TWTR,2016-11-03,15:00:00,17.55,17.86,17.26,17.58,17084589
TWTR,2016-11-04,15:00:00,17.52,18.34,17.50,18.02,30988697
TWTR,2016-11-07,15:00:00,18.11,18.69,18.11,18.41,26006168
TWTR,2016-11-08,15:00:00,18.22,18.56,17.77,18.38,19987464
TWTR,2016-11-09,15:00:00,17.96,19.23,17.91,19.13,33149438
TWTR,2016-11-10,15:00:00,19.04,19.30,18.03,18.37,31018356
